Institution,Object Number,Digital ID URL,Object Name,Title,Other Title,Other Title,Object Type,Secondary Object Type,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Date,Era,Era,Era,Era,Era,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Description,Geography,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Copyright
Library of Congress,,https://www.loc.gov/item/2007685682/,,"Boss Schmidt, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Schmidt, Boss (Team Member)",Detroit Tigers,Detroit,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685683/,,"Hal Chase, New York Highlanders, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Chase, Hal (Team Member)",New York Highlanders,New York,American League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685684/,,"Lou Criger, New York Highlanders, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Criger, Lou (Team Member)",New York Highlanders,New York,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685685/,,"Red Kleinow, New York Highlanders, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Kleinow, Red (Team Member)",New York Highlanders,New York,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685686/,,"Rube Manning, New York Highlanders, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Manning, Rube (Team Member)",New York Highlanders,New York,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685687/,,"Frank Baker, Philadelphia Athletics, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Baker, Frank (Team Member)",Philadelphia Athletics,Philadelphia,American League,Third Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685688/,,"Chief Bender, Philadelphia Athletics, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bender, Chief (Team Member)",Philadelphia Athletics,Philadelphia,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685607/,,"Nap Rucker, Brooklyn Dodgers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Rucker, Nap (Team Member)",Brooklyn Dodgers,Brooklyn,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685689/,,"Eddie Collins, Philadelphia Athletics, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Collins, Eddie (Team Member)",Philadelphia Athletics,Philadelphia,American League,Second Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685700/,,"Harry Krause, Philadelphia Athletics, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Krause, Harry (Team Member)",Philadelphia Athletics,Philadelphia,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685701/,,"Ira Thomas, Philadelphia Athletics, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Thomas, Ira (Team Member)",Philadelphia Athletics,Philadelphia,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685702/,,"George Stone, St. Louis Browns, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Stone, George (Team Member)",St. Louis Browns,St. Louis,American League,Left Fielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685703/,,"Rube Waddell, St. Louis Browns, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Waddell, Rube (Team Member)",St. Louis Browns,St. Louis,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685704/,,"George Browne, Washington Nationals, Chicago White Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Browne, George (Team Member)",Washington Nationals,Washington,American League,Outfielder,Chicago,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685705/,,"Kid Elberfeld, Washington Nationals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Elberfeld, Kid (Team Member)",Washington Nationals,Washington,American League,Third Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685706/,,"Bob Groom, Washington Nationals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Groom, Bob (Team Member)",Washington Nationals,Washington,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685707/,,"Walter Johnson, Washington Nationals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Johnson, Walter",Washington Senators (Baseball Team),People,Baseball Players,Washington (D.C.),Baseball Cards,Chromolithographs,Color,"Johnson, Walter (Team Member)",Washington Nationals,Washington,American League,Pitcher,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,Washington D.C.,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685708/,,"Gabby Street, Washington Nationals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Street, Gabby (Team Member)",Washington Nationals,Washington,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685608/,,"Three Finger Brown, Chicago Cubs, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Brown, Three Finger (Team Member)",Chicago Cubs,Chicago,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685709/,,"A Close Play At Second, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685710/,,"Chief Myers At Bat, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685711/,,"Jordan & Herzog At First, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685712/,,"Out At Third,Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685713/,,"Safe At Third, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685714/,,"Trying To Catch Him Napping, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685741/,,"Harry Wolverton, Oakland Team, Baseball Card Portrait",Obak Cabinets (T4),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Wolverton, Harry (Team Member)",Oakland,Pacific Coast League,Manager,Baseball Cards,Gelatin Silver Prints,,,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Gelatin Silver.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677440/,,"Arthur Devlin, Boston Braves, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Devlin, Art (Team Member)",Boston Braves,Boston,National League,First Baseman,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677958/,,"Herbert Perdue, Boston Braves, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Perdue, Hub (Team Member)",Boston Braves,Boston,National League,Pitcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678008/,,"Hugh Bradley, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bradley, Hugh (Team Member)",Boston Red Sox,Boston,American League,First Baseman,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678009/,,"J. F. Bushelman, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bushelman, Jack (Team Member)",Boston Red Sox,Boston,American League,Pitcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678010/,,"William Carrigan, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Carrigan, Bill (Team Member)",Boston Red Sox,Boston,American League,Catcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678011/,,"Edward Cicotte, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Cicotte, Eddie (Team Member)",Boston Red Sox,Boston,American League,Pitcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678012/,,"Clyde Engle, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Engle, Clyde (Team Member)",Boston Red Sox,Boston,American League,Utility Player,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678013/,,"William Lawrence Gardner, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Gardner, Larry (Team Member)",Boston Red Sox,Boston,American League,Third Baseman,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008678014/,,"Casey Hageman, Boston Red Sox, Baseball Card Portrait",Brown Backgrounds (T207),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Hageman, Casey (Team Member)",Boston Red Sox,Boston,American League,Pitcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1912,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
